age,gender,height_cm,weight_kg,activity_level,Mod_act,Vig_act,bmi,bmi_category,fitness_goal
50,Female,165.1,68.0,High Activity,5.0,0.0,24.96,Normal,Fat Loss
65,Female,167.6,76.2,High Activity,6.0,0.0,27.12,Overweight,Fat Loss
48,Male,180.3,83.9,High Activity,40.0,3.0,25.8,Overweight,Fat Loss
50,Female,165.1,54.4,High Activity,30.0,0.0,19.97,Normal,Fat Loss
20,Male,182.9,74.8,High Activity,30.0,0.0,22.38,Normal,Fat Loss
50,Male,162.6,58.1,High Activity,30.0,2.0,21.97,Normal,Fat Loss
65,Female,152.4,54.4,Low Activity,0.0,0.0,23.44,Normal,Fat Loss
47,Female,162.6,81.6,High Activity,10.0,0.0,30.9,Obese,Fat Loss
26,Male,172.7,108.9,High Activity,5.0,0.0,36.49,Obese,Fat Loss
19,Male,154.9,77.1,High Activity,15.0,0.0,32.12,Obese,Fat Loss
43,Male,190.5,83.9,High Activity,16.0,8.0,23.12,Normal,Fat Loss
53,Male,190.5,86.2,High Activity,40.0,20.0,23.75,Normal,Fat Loss
54,Female,172.7,131.5,Low Activity,1.0,0.0,44.09,Obese,Fat Loss
53,Male,154.9,89.4,High Activity,0.0,8.0,37.22,Obese,Fat Loss
47,Female,170.2,86.2,High Activity,0.0,10.0,29.76,Overweight,Fat Loss
52,Female,157.5,79.4,Low Activity,2.0,0.0,32.01,Obese,Fat Loss
58,Male,182.9,94.3,High Activity,8.0,0.0,28.21,Overweight,Fat Loss
49,Female,157.5,62.1,High Activity,7.0,3.0,25.06,Overweight,Fat Loss
53,Male,182.9,99.8,High Activity,5.0,0.0,29.84,Overweight,Fat Loss
49,Female,160.0,64.4,High Activity,10.0,0.0,25.15,Overweight,Fat Loss
25,Female,167.6,72.6,High Activity,20.0,3.0,25.82,Overweight,Fat Loss
18,Male,172.7,77.1,High Activity,5.0,5.0,25.85,Overweight,Fat Loss
27,Female,175.3,72.6,High Activity,10.0,0.0,23.63,Normal,Fat Loss
31,Male,193.0,108.9,High Activity,10.0,0.0,29.21,Overweight,Fat Loss
51,Male,154.9,94.8,High Activity,20.0,3.0,39.49,Obese,Fat Loss
48,Female,160.0,59.0,High Activity,15.0,1.0,23.03,Normal,Fat Loss
57,Male,190.5,79.4,High Activity,10.0,2.0,21.87,Normal,Fat Loss
52,Female,167.6,59.0,High Activity,6.0,0.0,20.98,Normal,Fat Loss
53,Male,172.7,90.7,High Activity,15.0,7.0,30.41,Obese,Fat Loss
52,Female,172.7,63.5,High Activity,25.0,10.0,21.29,Normal,Fat Loss
24,Female,165.1,54.4,High Activity,10.0,5.0,19.97,Normal,Fat Loss
22,Male,180.3,95.3,High Activity,20.0,10.0,29.29,Overweight,Fat Loss
21,Female,162.6,74.8,High Activity,10.0,5.0,28.32,Overweight,Fat Loss
42,Male,193.0,136.1,High Activity,40.0,70.0,36.52,Obese,Fat Loss
30,Male,170.2,68.0,Low Activity,0.0,0.0,23.49,Normal,Fat Loss
35,Male,165.1,81.6,Moderate Activity,2.0,2.0,29.95,Overweight,Fat Loss
65,Male,167.6,64.4,High Activity,14.0,1.0,22.92,Normal,Fat Loss
65,Male,170.2,81.6,High Activity,48.0,0.0,28.19,Overweight,Fat Loss
57,Female,152.4,52.2,High Activity,20.0,0.0,22.46,Normal,Fat Loss
54,Female,152.4,52.2,High Activity,18.0,0.0,22.46,Normal,Fat Loss
20,Female,160.0,54.4,High Activity,4.0,6.0,21.26,Normal,Fat Loss
36,Female,154.9,72.6,Low Activity,0.0,0.0,30.23,Obese,Fat Loss
49,Male,165.1,82.6,Low Activity,0.0,0.0,30.29,Obese,Fat Loss
27,Female,160.0,49.9,Low Activity,2.0,0.0,19.49,Normal,Fat Loss
60,Male,172.7,88.5,Moderate Activity,3.0,0.0,29.65,Overweight,Fat Loss
56,Female,152.4,63.5,High Activity,6.0,0.0,27.34,Overweight,Fat Loss
43,Female,160.0,63.5,High Activity,15.0,5.0,24.8,Normal,Fat Loss
38,Male,167.6,90.7,High Activity,18.0,0.0,32.28,Obese,Fat Loss
32,Female,170.2,113.4,High Activity,18.0,0.0,39.16,Obese,Fat Loss
39,Female,170.2,93.0,High Activity,10.0,3.0,32.11,Obese,Fat Loss
45,Male,152.4,56.7,Low Activity,0.0,0.0,24.41,Normal,Fat Loss
53,Male,185.4,95.3,Moderate Activity,3.0,2.0,27.71,Overweight,Fat Loss
52,Female,154.9,104.3,Moderate Activity,3.0,0.0,43.46,Obese,Fat Loss
54,Male,182.9,77.1,High Activity,12.0,0.0,23.06,Normal,Fat Loss
48,Male,157.5,52.6,Low Activity,1.0,0.0,21.22,Normal,Fat Loss
48,Female,160.0,59.0,Low Activity,1.0,0.0,23.03,Normal,Fat Loss
57,Male,170.2,131.5,High Activity,10.0,0.0,45.42,Obese,Fat Loss
21,Female,182.9,63.5,Moderate Activity,3.0,0.0,18.99,Normal,Fat Loss
65,Female,170.2,68.0,High Activity,9.0,0.0,23.49,Normal,Fat Loss
58,Male,182.9,94.3,High Activity,40.0,0.0,28.21,Overweight,Fat Loss
50,Female,160.0,68.0,High Activity,60.0,0.0,26.57,Overweight,Fat Loss
63,Female,167.6,73.9,Moderate Activity,4.0,0.0,26.31,Overweight,Fat Loss
65,Male,180.3,99.8,Low Activity,2.0,0.0,30.68,Obese,Fat Loss
51,Male,167.6,86.2,High Activity,3.0,5.0,30.67,Obese,Fat Loss
51,Female,162.6,67.1,High Activity,5.0,0.0,25.4,Overweight,Fat Loss
36,Male,172.7,99.8,High Activity,4.0,4.0,33.45,Obese,Fat Loss
33,Female,165.1,61.7,Moderate Activity,4.0,0.0,22.63,Normal,Fat Loss
48,Male,172.7,86.2,High Activity,10.0,0.0,28.89,Overweight,Fat Loss
46,Female,165.1,86.2,High Activity,10.0,0.0,31.62,Obese,Fat Loss
55,Female,167.6,76.2,Moderate Activity,4.0,1.0,27.12,Overweight,Fat Loss
51,Female,175.3,81.6,Moderate Activity,3.0,0.0,26.58,Overweight,Fat Loss
51,Male,188.0,102.1,High Activity,5.0,2.0,28.89,Overweight,Fat Loss
59,Male,165.1,95.3,High Activity,20.0,45.0,34.95,Obese,Fat Loss
56,Female,154.9,77.1,High Activity,17.0,0.0,32.12,Obese,Fat Loss
31,Male,180.3,74.8,High Activity,5.0,1.0,23.01,Normal,Fat Loss
31,Female,160.0,63.5,High Activity,3.0,3.0,24.8,Normal,Fat Loss
46,Male,180.3,82.6,High Activity,21.0,5.0,25.38,Overweight,Fat Loss
38,Female,162.6,63.5,High Activity,21.0,5.0,24.03,Normal,Fat Loss
52,Male,180.3,98.9,High Activity,10.0,0.0,30.4,Obese,Fat Loss
50,Female,167.6,68.0,High Activity,0.0,10.0,24.21,Normal,Fat Loss
21,Male,182.9,79.4,High Activity,10.0,0.0,23.73,Normal,Fat Loss
52,Male,154.9,114.8,High Activity,5.0,2.0,47.8,Obese,Fat Loss
54,Female,170.2,74.8,High Activity,5.0,5.0,25.84,Overweight,Fat Loss
50,Male,188.0,95.3,High Activity,5.0,5.0,26.96,Overweight,Fat Loss
51,Female,165.1,69.4,High Activity,15.0,1.0,25.46,Overweight,Fat Loss
49,Female,162.6,104.3,High Activity,6.0,3.0,39.48,Obese,Fat Loss
54,Male,188.0,102.1,High Activity,2.0,5.0,28.89,Overweight,Fat Loss
46,Male,182.9,78.0,Moderate Activity,4.0,1.0,23.33,Normal,Fat Loss
42,Female,165.1,68.0,Low Activity,2.0,0.0,24.96,Normal,Fat Loss
40,Female,152.4,56.7,High Activity,20.0,5.0,24.41,Normal,Fat Loss
40,Male,182.9,83.9,High Activity,10.0,6.0,25.09,Overweight,Fat Loss
63,Male,154.9,81.6,High Activity,28.0,0.0,34.01,Obese,Fat Loss
60,Female,165.1,56.7,High Activity,20.0,0.0,20.8,Normal,Fat Loss
35,Male,180.3,79.4,High Activity,28.0,0.0,24.41,Normal,Fat Loss
54,Female,180.3,86.2,High Activity,10.0,3.0,26.5,Overweight,Fat Loss
56,Male,185.4,93.0,High Activity,10.0,3.0,27.05,Overweight,Fat Loss
53,Male,154.9,77.1,Moderate Activity,3.0,0.0,32.12,Obese,Fat Loss
50,Female,175.3,59.0,High Activity,5.0,0.0,19.2,Normal,Fat Loss
19,Female,172.7,61.2,High Activity,8.0,3.0,20.53,Normal,Fat Loss
51,Male,172.7,117.9,High Activity,7.0,8.0,39.53,Obese,Fat Loss
53,Female,160.0,52.2,High Activity,14.0,6.0,20.37,Normal,Fat Loss
44,Male,185.4,113.4,High Activity,7.0,0.0,32.98,Obese,Fat Loss
44,Female,154.9,61.2,High Activity,14.0,2.0,25.51,Overweight,Fat Loss
50,Female,165.1,99.8,Moderate Activity,4.0,0.0,36.61,Obese,Fat Loss
59,Female,167.6,81.6,High Activity,8.0,0.0,29.05,Overweight,Fat Loss
30,Female,167.6,61.2,High Activity,10.0,10.0,21.79,Normal,Fat Loss
28,Female,165.1,54.4,High Activity,10.0,5.0,19.97,Normal,Fat Loss
64,Male,154.9,95.3,High Activity,9.0,1.0,39.68,Obese,Fat Loss
39,Male,182.9,86.2,High Activity,5.0,5.0,25.77,Overweight,Fat Loss
42,Male,185.4,84.8,High Activity,15.0,5.0,24.67,Normal,Fat Loss
33,Female,167.6,97.5,High Activity,5.0,2.0,34.7,Obese,Fat Loss
38,Female,170.2,81.6,High Activity,10.0,0.0,28.19,Overweight,Fat Loss
44,Male,180.3,90.7,High Activity,10.0,0.0,27.89,Overweight,Fat Loss
37,Male,170.2,88.5,High Activity,9.0,3.0,30.54,Obese,Fat Loss
38,Female,157.5,79.4,High Activity,7.0,0.0,32.01,Obese,Fat Loss
41,Male,190.5,89.8,High Activity,7.0,0.0,24.75,Normal,Fat Loss
38,Female,162.6,59.9,High Activity,5.0,2.0,22.66,Normal,Fat Loss
39,Male,175.3,81.6,High Activity,70.0,5.0,26.58,Overweight,Fat Loss
57,Male,182.9,106.1,Low Activity,1.0,0.0,31.74,Obese,Fat Loss
48,Female,165.1,72.6,Low Activity,1.0,0.0,26.63,Overweight,Fat Loss
47,Female,160.0,65.8,High Activity,10.0,5.0,25.69,Overweight,Fat Loss
46,Male,175.3,81.6,High Activity,10.0,5.0,26.58,Overweight,Fat Loss
44,Male,182.9,104.3,Moderate Activity,3.0,0.0,31.19,Obese,Fat Loss
42,Female,162.6,77.1,Moderate Activity,3.0,2.0,29.18,Overweight,Fat Loss
59,Female,160.0,79.4,High Activity,35.0,0.0,31.0,Obese,Fat Loss
45,Male,180.3,68.0,High Activity,3.0,3.0,20.92,Normal,Fat Loss
44,Female,170.2,63.5,Moderate Activity,3.0,2.0,21.93,Normal,Fat Loss
55,Male,180.3,86.2,High Activity,12.0,0.0,26.5,Overweight,Fat Loss
39,Male,185.4,99.8,Moderate Activity,3.0,0.0,29.03,Overweight,Fat Loss
36,Female,170.2,72.6,High Activity,5.0,0.0,25.06,Overweight,Fat Loss
61,Female,172.7,108.9,High Activity,4.0,3.0,36.49,Obese,Fat Loss
63,Male,175.3,86.2,High Activity,10.0,3.0,28.06,Overweight,Fat Loss
44,Male,180.3,71.7,High Activity,60.0,10.0,22.04,Normal,Fat Loss
45,Female,172.7,59.0,High Activity,60.0,0.0,19.77,Normal,Fat Loss
65,Male,154.9,84.4,High Activity,0.0,5.0,35.14,Obese,Fat Loss
62,Female,167.6,61.2,High Activity,0.0,6.0,21.79,Normal,Fat Loss
59,Female,157.5,61.2,High Activity,7.0,1.0,24.69,Normal,Fat Loss
64,Female,165.1,52.6,High Activity,12.0,0.0,19.3,Normal,Fat Loss
51,Female,165.1,59.0,High Activity,10.0,0.0,21.63,Normal,Fat Loss
50,Male,170.2,63.5,High Activity,7.0,7.0,21.93,Normal,Fat Loss
56,Male,182.9,88.5,High Activity,6.0,3.0,26.45,Overweight,Fat Loss
60,Female,154.9,47.6,High Activity,6.0,6.0,19.84,Normal,Fat Loss
24,Male,154.9,68.0,High Activity,6.0,3.0,28.34,Overweight,Fat Loss
21,Male,188.0,83.9,High Activity,6.0,3.0,23.75,Normal,Fat Loss
58,Male,154.9,86.2,High Activity,10.0,5.0,35.9,Obese,Fat Loss
57,Female,167.6,59.0,High Activity,10.0,5.0,20.98,Normal,Fat Loss
60,Male,180.3,72.6,High Activity,16.0,1.0,22.32,Normal,Fat Loss
60,Female,162.6,72.6,Moderate Activity,4.0,0.0,27.46,Overweight,Fat Loss
39,Female,170.2,79.8,High Activity,1.0,3.0,27.57,Overweight,Fat Loss
39,Male,154.9,86.2,High Activity,1.0,3.0,35.9,Obese,Fat Loss
41,Male,182.9,90.7,High Activity,30.0,0.0,27.12,Overweight,Fat Loss
46,Male,154.9,74.8,High Activity,14.0,2.0,31.18,Obese,Fat Loss
44,Female,160.0,56.7,High Activity,7.0,5.0,22.14,Normal,Fat Loss
63,Female,160.0,63.5,Low Activity,2.0,0.0,24.8,Normal,Fat Loss
45,Male,188.0,87.5,Moderate Activity,3.0,0.0,24.78,Normal,Fat Loss
45,Female,172.7,63.5,Moderate Activity,4.0,0.0,21.29,Normal,Fat Loss
49,Male,175.3,70.8,High Activity,5.0,4.0,23.04,Normal,Fat Loss
44,Female,154.9,50.8,High Activity,14.0,2.0,21.16,Normal,Fat Loss
60,Female,198.1,77.1,High Activity,4.0,4.0,19.65,Normal,Fat Loss
54,Male,175.3,61.2,High Activity,16.0,6.0,19.94,Normal,Fat Loss
51,Female,157.5,61.2,High Activity,10.0,6.0,24.69,Normal,Fat Loss
58,Male,154.9,83.0,High Activity,10.0,2.0,34.58,Obese,Fat Loss
55,Female,172.7,65.8,High Activity,10.0,2.0,22.05,Normal,Fat Loss
35,Male,185.4,79.4,High Activity,10.0,1.0,23.09,Normal,Fat Loss
36,Female,162.6,58.5,High Activity,10.0,0.0,22.14,Normal,Fat Loss
59,Male,188.0,74.8,High Activity,5.0,3.0,21.18,Normal,Fat Loss
57,Female,167.6,68.0,Moderate Activity,3.0,2.0,24.21,Normal,Fat Loss
53,Female,170.2,68.0,High Activity,7.0,0.0,23.49,Normal,Fat Loss
53,Male,182.9,86.2,Moderate Activity,2.0,2.0,25.77,Overweight,Fat Loss
25,Male,175.3,74.8,Low Activity,2.0,0.0,24.37,Normal,Fat Loss
63,Male,175.3,74.8,High Activity,20.0,8.0,24.37,Normal,Fat Loss
61,Female,154.9,59.0,High Activity,18.0,2.0,24.56,Normal,Fat Loss
60,Male,182.9,83.9,High Activity,5.0,10.0,25.09,Overweight,Fat Loss
59,Female,160.0,49.9,High Activity,5.0,5.0,19.49,Normal,Fat Loss
61,Male,182.9,74.8,High Activity,0.0,12.0,22.38,Normal,Fat Loss
62,Female,180.3,68.0,High Activity,0.0,6.0,20.92,Normal,Fat Loss
39,Male,185.4,95.3,High Activity,7.0,3.0,27.71,Overweight,Fat Loss
39,Female,154.9,77.1,High Activity,7.0,0.0,32.12,Obese,Fat Loss
64,Male,172.7,88.5,High Activity,10.0,0.0,29.65,Overweight,Fat Loss
35,Male,188.0,90.7,High Activity,8.0,8.0,25.68,Overweight,Fat Loss
33,Female,172.7,59.0,High Activity,4.0,20.0,19.77,Normal,Fat Loss
38,Male,185.4,86.2,Moderate Activity,2.0,2.0,25.07,Overweight,Fat Loss
34,Female,162.6,61.2,Moderate Activity,2.0,2.0,23.17,Normal,Fat Loss
59,Female,162.6,54.4,Moderate Activity,4.0,2.0,20.6,Normal,Fat Loss
51,Male,172.7,99.8,High Activity,8.0,3.0,33.45,Obese,Fat Loss
51,Female,157.5,54.4,High Activity,20.0,3.0,21.95,Normal,Fat Loss
21,Male,172.7,68.0,High Activity,5.0,0.0,22.81,Normal,Fat Loss
19,Female,160.0,61.2,High Activity,5.0,0.0,23.91,Normal,Fat Loss
49,Male,154.9,97.5,High Activity,5.0,0.0,40.62,Obese,Fat Loss
47,Male,193.0,108.9,High Activity,15.0,5.0,29.21,Overweight,Fat Loss
56,Female,170.2,77.1,High Activity,7.0,0.0,26.63,Overweight,Fat Loss
55,Male,190.5,136.1,High Activity,4.0,3.0,37.5,Obese,Fat Loss
51,Female,154.9,65.8,High Activity,5.0,0.0,27.4,Overweight,Fat Loss
56,Male,190.5,81.6,High Activity,10.0,2.0,22.5,Normal,Fat Loss
20,Male,182.9,72.6,High Activity,5.0,5.0,21.7,Normal,Fat Loss
45,Male,162.6,59.0,High Activity,10.0,9.0,22.31,Normal,Fat Loss
45,Female,154.9,54.4,High Activity,20.0,0.0,22.67,Normal,Fat Loss
53,Male,188.0,117.9,High Activity,15.0,10.0,33.38,Obese,Fat Loss
53,Female,152.4,47.6,High Activity,20.0,5.0,20.51,Normal,Fat Loss
42,Male,154.9,90.7,High Activity,5.0,4.0,37.79,Obese,Fat Loss
47,Female,175.3,65.8,High Activity,5.0,0.0,21.41,Normal,Fat Loss
18,Female,165.1,54.4,High Activity,5.0,5.0,19.97,Normal,Fat Loss
45,Male,167.6,59.0,High Activity,14.0,4.0,20.98,Normal,Fat Loss
45,Female,160.0,45.4,High Activity,14.0,8.0,17.71,Underweight,Fat Loss
18,Male,154.9,77.1,High Activity,14.0,14.0,32.12,Obese,Fat Loss
42,Female,167.6,63.5,Moderate Activity,3.0,1.0,22.6,Normal,Fat Loss
43,Male,188.0,90.7,High Activity,15.0,3.0,25.68,Overweight,Fat Loss
44,Male,154.9,93.0,High Activity,10.0,0.0,38.73,Obese,Fat Loss
45,Female,175.3,65.8,High Activity,14.0,0.0,21.41,Normal,Fat Loss
18,Male,188.0,95.3,High Activity,12.0,4.0,26.96,Overweight,Fat Loss
52,Female,172.7,62.6,High Activity,0.0,8.0,20.98,Normal,Fat Loss
57,Male,167.6,74.4,High Activity,20.0,0.0,26.47,Overweight,Fat Loss
51,Male,195.6,124.7,Low Activity,2.0,0.0,32.61,Obese,Fat Loss
64,Male,154.9,68.0,High Activity,0.0,4.0,28.34,Overweight,Fat Loss
60,Female,165.1,113.4,Low Activity,0.0,0.0,41.6,Obese,Fat Loss
45,Male,182.9,104.3,High Activity,6.0,0.0,31.19,Obese,Fat Loss
43,Female,172.7,68.0,High Activity,6.0,9.0,22.81,Normal,Fat Loss
49,Female,175.3,70.3,High Activity,6.0,4.0,22.89,Normal,Fat Loss
20,Female,170.2,63.5,High Activity,4.0,10.0,21.93,Normal,Fat Loss
22,Male,195.6,97.5,High Activity,5.0,3.0,25.49,Overweight,Fat Loss
50,Male,188.0,102.1,High Activity,6.0,5.0,28.89,Overweight,Fat Loss
40,Female,165.1,90.7,Low Activity,0.0,0.0,33.28,Obese,Fat Loss
46,Male,188.0,99.8,High Activity,12.0,0.0,28.25,Overweight,Fat Loss
46,Female,157.5,59.0,High Activity,5.0,0.0,23.78,Normal,Fat Loss
18,Female,167.6,81.6,Moderate Activity,3.0,0.0,29.05,Overweight,Fat Loss
48,Male,172.7,72.6,High Activity,10.0,1.0,24.33,Normal,Fat Loss
18,Male,182.9,72.6,High Activity,5.0,14.0,21.7,Normal,Fat Loss
57,Male,154.9,79.4,Moderate Activity,4.0,1.0,33.07,Obese,Fat Loss
54,Female,167.6,52.2,High Activity,10.0,0.0,18.56,Normal,Fat Loss
25,Male,182.9,63.5,High Activity,7.0,2.0,18.99,Normal,Fat Loss
19,Male,188.0,77.1,High Activity,7.0,2.0,21.83,Normal,Fat Loss
64,Female,167.6,90.7,High Activity,15.0,5.0,32.28,Obese,Fat Loss
53,Male,185.4,86.2,High Activity,14.0,6.0,25.07,Overweight,Fat Loss
53,Female,154.9,59.0,High Activity,18.0,7.0,24.56,Normal,Fat Loss
43,Female,180.3,77.1,High Activity,5.0,2.0,23.71,Normal,Fat Loss
50,Male,182.9,88.5,Moderate Activity,3.0,1.0,26.45,Overweight,Fat Loss
61,Female,165.1,72.6,High Activity,15.0,2.0,26.63,Overweight,Fat Loss
62,Male,182.9,99.8,High Activity,10.0,0.0,29.84,Overweight,Fat Loss
54,Female,154.9,59.0,Moderate Activity,4.0,2.0,24.56,Normal,Fat Loss
27,Female,162.6,59.0,High Activity,15.0,0.0,22.31,Normal,Fat Loss
63,Male,175.3,78.0,High Activity,2.0,3.0,25.4,Overweight,Fat Loss
50,Male,154.9,83.9,High Activity,15.0,7.0,34.96,Obese,Fat Loss
46,Female,167.6,57.2,High Activity,20.0,10.0,20.34,Normal,Fat Loss
18,Male,193.0,68.9,High Activity,35.0,16.0,18.5,Normal,Fat Loss
57,Male,182.9,100.2,High Activity,20.0,0.0,29.97,Overweight,Fat Loss
56,Female,165.1,63.5,High Activity,25.0,0.0,23.3,Normal,Fat Loss
63,Male,188.0,86.2,High Activity,28.0,0.0,24.39,Normal,Fat Loss
29,Female,172.7,59.0,High Activity,15.0,3.0,19.77,Normal,Fat Loss
30,Male,188.0,79.4,High Activity,4.0,20.0,22.47,Normal,Fat Loss
54,Male,175.3,70.3,Moderate Activity,4.0,2.0,22.89,Normal,Fat Loss
45,Female,154.9,74.8,Moderate Activity,4.0,0.0,31.18,Obese,Fat Loss
48,Male,185.4,81.6,Low Activity,0.0,0.0,23.75,Normal,Fat Loss
44,Male,190.5,77.1,High Activity,12.0,3.0,21.25,Normal,Fat Loss
43,Female,162.6,59.0,High Activity,28.0,4.0,22.31,Normal,Fat Loss
51,Male,185.4,88.5,High Activity,8.0,2.0,25.73,Overweight,Fat Loss
50,Female,167.6,72.6,High Activity,6.0,1.0,25.82,Overweight,Fat Loss
42,Male,188.0,90.7,High Activity,5.0,0.0,25.68,Overweight,Fat Loss
43,Female,154.9,104.3,High Activity,8.0,0.0,43.46,Obese,Fat Loss
26,Male,180.3,90.7,High Activity,10.0,0.0,27.89,Overweight,Fat Loss
28,Female,167.6,90.7,High Activity,10.0,0.0,32.28,Obese,Fat Loss
45,Male,175.3,63.5,High Activity,5.0,0.0,20.67,Normal,Fat Loss
43,Female,162.6,77.1,High Activity,7.0,0.0,29.18,Overweight,Fat Loss
40,Male,175.3,68.0,High Activity,15.0,0.0,22.15,Normal,Fat Loss
51,Male,182.9,86.2,Moderate Activity,3.0,0.0,25.77,Overweight,Fat Loss
54,Female,160.0,65.8,High Activity,6.0,0.0,25.69,Overweight,Fat Loss
24,Female,157.5,59.0,High Activity,5.0,2.0,23.78,Normal,Fat Loss
63,Male,182.9,97.5,High Activity,6.0,0.0,29.16,Overweight,Fat Loss
62,Female,157.5,59.0,High Activity,20.0,0.0,23.78,Normal,Fat Loss
39,Female,172.7,61.2,High Activity,28.0,2.0,20.53,Normal,Fat Loss
55,Female,172.7,56.7,High Activity,10.0,3.0,19.01,Normal,Fat Loss
59,Male,167.6,79.4,High Activity,6.0,0.0,28.25,Overweight,Fat Loss
58,Female,175.3,81.6,High Activity,8.0,0.0,26.58,Overweight,Fat Loss
20,Male,170.2,72.6,Moderate Activity,4.0,0.0,25.06,Overweight,Fat Loss
30,Male,188.0,79.4,High Activity,4.0,4.0,22.47,Normal,Fat Loss
30,Female,167.6,59.9,High Activity,10.0,6.0,21.31,Normal,Fat Loss
36,Male,172.7,72.6,High Activity,16.0,2.0,24.33,Normal,Fat Loss
37,Female,162.6,61.2,High Activity,23.0,0.0,23.17,Normal,Fat Loss
50,Male,175.3,63.5,Moderate Activity,3.0,0.0,20.67,Normal,Fat Loss
57,Male,175.3,83.9,High Activity,5.0,5.0,27.32,Overweight,Fat Loss
51,Female,165.1,59.0,High Activity,5.0,3.0,21.63,Normal,Fat Loss
53,Male,193.0,95.3,Moderate Activity,3.0,1.0,25.56,Overweight,Fat Loss
47,Female,172.7,86.2,Moderate Activity,3.0,1.0,28.89,Overweight,Fat Loss
50,Male,182.9,77.1,Low Activity,2.0,0.0,23.06,Normal,Fat Loss
55,Male,182.9,97.5,Low Activity,1.0,1.0,29.16,Overweight,Fat Loss
51,Female,165.1,56.2,Moderate Activity,3.0,0.0,20.63,Normal,Fat Loss
21,Male,185.4,72.6,Moderate Activity,3.0,0.0,21.11,Normal,Fat Loss
18,Male,154.9,72.6,High Activity,5.0,0.0,30.23,Obese,Fat Loss
62,Male,188.0,81.6,High Activity,30.0,10.0,23.11,Normal,Fat Loss
57,Female,170.2,54.4,High Activity,30.0,5.0,18.79,Normal,Fat Loss
61,Male,175.3,108.9,High Activity,5.0,0.0,35.44,Obese,Fat Loss
53,Female,172.7,72.6,High Activity,5.0,0.0,24.33,Normal,Fat Loss
65,Male,182.9,77.1,High Activity,18.0,1.0,23.06,Normal,Fat Loss
62,Female,180.3,70.3,High Activity,22.0,1.0,21.62,Normal,Fat Loss
60,Male,188.0,95.7,High Activity,30.0,0.0,27.09,Overweight,Fat Loss
57,Female,160.0,74.8,High Activity,7.0,0.0,29.23,Overweight,Fat Loss
22,Male,185.4,70.3,High Activity,30.0,5.0,20.45,Normal,Fat Loss
50,Male,170.2,104.3,High Activity,10.0,0.0,36.02,Obese,Fat Loss
18,Male,170.2,63.5,Low Activity,0.0,0.0,21.93,Normal,Fat Loss
45,Male,195.6,106.6,High Activity,5.0,15.0,27.87,Overweight,Fat Loss
44,Female,170.2,77.1,Moderate Activity,3.0,0.0,26.63,Overweight,Fat Loss
56,Male,185.4,93.0,High Activity,48.0,5.0,27.05,Overweight,Fat Loss
54,Female,157.5,59.0,Low Activity,2.0,1.0,23.78,Normal,Fat Loss
21,Male,175.3,83.9,Low Activity,1.0,0.0,27.32,Overweight,Fat Loss
39,Female,162.6,57.2,High Activity,8.0,0.0,21.63,Normal,Fat Loss
65,Male,185.4,111.1,High Activity,10.0,2.0,32.32,Obese,Fat Loss
60,Male,170.2,90.7,Low Activity,2.0,0.0,31.32,Obese,Fat Loss
60,Female,162.6,59.0,High Activity,6.0,4.0,22.31,Normal,Fat Loss
61,Male,154.9,95.3,Moderate Activity,4.0,0.0,39.68,Obese,Fat Loss
60,Female,162.6,45.4,Low Activity,1.0,0.0,17.16,Underweight,Fat Loss
62,Female,175.3,64.4,High Activity,15.0,3.0,20.97,Normal,Fat Loss
64,Male,170.2,81.6,High Activity,2.0,3.0,28.19,Overweight,Fat Loss
54,Female,170.2,81.6,High Activity,20.0,4.0,28.19,Overweight,Fat Loss
22,Female,162.6,59.0,High Activity,15.0,6.0,22.31,Normal,Fat Loss
37,Male,175.3,104.3,High Activity,5.0,0.0,33.96,Obese,Fat Loss
36,Female,172.7,81.6,High Activity,5.0,0.0,27.37,Overweight,Fat Loss
57,Male,182.9,88.5,Low Activity,0.0,0.0,26.45,Overweight,Fat Loss
56,Female,152.4,47.6,High Activity,5.0,0.0,20.51,Normal,Fat Loss
56,Male,180.3,97.5,High Activity,5.0,2.0,29.99,Overweight,Fat Loss
54,Female,167.6,68.0,High Activity,5.0,0.0,24.21,Normal,Fat Loss
62,Male,182.9,108.9,High Activity,5.0,0.0,32.55,Obese,Fat Loss
56,Female,165.1,102.1,High Activity,5.0,0.0,37.44,Obese,Fat Loss
52,Male,180.3,138.8,High Activity,5.0,0.0,42.68,Obese,Fat Loss
51,Female,162.6,80.3,High Activity,5.0,3.0,30.38,Obese,Fat Loss
24,Male,154.9,81.6,Moderate Activity,3.0,0.0,34.01,Obese,Fat Loss
22,Male,165.1,68.0,High Activity,3.0,5.0,24.96,Normal,Fat Loss
57,Female,167.6,63.5,Moderate Activity,4.0,1.0,22.6,Normal,Fat Loss
24,Female,170.2,65.8,High Activity,6.0,4.0,22.71,Normal,Fat Loss
65,Male,180.3,99.8,High Activity,5.0,2.0,30.68,Obese,Fat Loss
53,Female,170.2,62.6,High Activity,7.0,0.0,21.61,Normal,Fat Loss
65,Male,154.9,97.5,High Activity,12.0,1.0,40.62,Obese,Fat Loss
64,Female,157.5,74.8,High Activity,12.0,2.0,30.18,Obese,Fat Loss
48,Male,154.9,87.5,High Activity,5.0,0.0,36.47,Obese,Fat Loss
60,Male,175.3,90.7,High Activity,5.0,2.0,29.53,Overweight,Fat Loss
